Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
8442,"Now, I look around this cafeteria, and yknow what I see, I see-I see division.",Ross,sadness,negative,844,5,4,11,"00:17:18,787","00:17:22,999",0,0
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6,4,11,"00:17:23,208","00:17:30,673",0,1
8445,Im Ross!,Ross,joy,positive,844,8,4,11,"00:17:45,189","00:17:46,272",1,1
8446,"Im divorced, and I have a kid!",Ross,joy,positive,844,9,4,11,"00:17:46,940","00:17:49,776",1,1
8447,Im Joey! Im an actor! I dont know squat about dinosaurs!,Joey,joy,positive,844,10,4,11,"00:17:55,991","00:18:01,871",1,1
8448,"Im Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,anger,negative,844,11,4,11,"00:18:04,458","00:18:09,587",0,1
8449,"All right, there you go!",Ross,joy,positive,844,12,4,11,"0:18:09,838","0:18:10,965",1,1
8450,"Yeah, you hang in there Teddy!",Joey,anger,negative,844,13,4,11,"0:18:10,965","0:18:12,819",0,1
8452,"Okay, good-good for you.",Ross,joy,positive,844,15,4,11,"00:18:20,599","00:18:22,391",1,1
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,fear,negative,844,20,4,11,"00:18:39,076","00:18:45,248",0,1
8459,"Its good to have you guys on my team, and I come to play.",Doug,joy,positive,845,1,3,24,"0:04:04,327","0:04:07,539",1,1
8461,"Now, lets go out there and get em!",Doug,joy,positive,845,3,3,24,"00:04:08,957","00:04:11,416",1,1
8464,"Yes, but theres two in martini, soo everybody",Chandler,joy,positive,845,5,3,24,"00:04:14,462","00:04:18,465",1,1
8466,"Oh its Bing, sir. Im sorry , I was just ah...",Chandler,fear,negative,845,7,3,24,"00:04:22,553","00:04:24,638",0,1
8468,I like funny.,Doug,joy,positive,845,9,3,24,"0:04:26,308","0:04:28,332",1,1
8469,"This team is about hard work, but its also about having fun.",Doug,joy,positive,845,10,3,24,"00:04:28,559","00:04:31,436",1,1
8470,Good to have you aboard Bing!,Doug,joy,positive,845,11,3,24,"00:04:31,688","00:04:33,689",1,1
8476,"Oh, that is so sweet.",Ross,joy,positive,847,0,2,1,"00:08:50,571","00:08:53,448",1,1
8477,"No, no, ok, you hang up.",Ross,joy,positive,847,1,2,1,"00:08:57,161","00:08:59,246",1,1
8478,"Ok, ok, one, two, three.",Ross,joy,positive,847,2,2,1,"00:09:01,290","00:09:10,966",1,1
8479,Well you didn't hang up either.,Ross,joy,positive,847,3,2,1,"0:09:07,672","0:09:09,234",1,1
8480,She didn't hang up either...,Rachel,joy,positive,847,4,2,1,"0:09:09,234","0:09:11,022",1,1
8481,"Ok, no, no, you hang up. You, you, y",Ross,joy,positive,847,5,2,1,"00:09:15,221","00:09:20,600",1,1
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,sadness,negative,848,4,4,21,"00:15:25,132","00:15:32,138",0,0
8492,"Ohh, ohh.",Rachel,sadness,negative,848,8,4,21,"00:15:47,321","00:15:50,323",0,0
8496,"Hey! I'm in, they're gonna let me audition!",Joey,joy,positive,849,0,5,18,"00:03:53,316","00:03:55,442",1,1
8497,Really? That's great!,Ross,joy,positive,849,1,5,18,"00:03:55,610","00:03:57,152",1,1
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,joy,positive,849,2,5,18,"00:03:57,320","00:04:02,699",1,1
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,joy,positive,849,4,5,18,"00:04:04,452","00:04:10,540",1,1
8501,"Yeah well, he's not gonna get this one.",Ross,joy,positive,849,5,5,18,"00:04:20,176","00:04:23,804",1,1
8502,Ben is way cuter than that kid.,Ross,joy,positive,849,6,5,18,"00:04:20,176","00:04:25,222",1,1
8503,"I mean look at him, look at you,",Ross,disgust,negative,849,7,5,18,"00:04:23,972","00:04:25,222",0,1
8506,I look more like him than you do!,Joey,anger,negative,849,10,5,18,"00:04:39,445","00:04:41,655",0,1
8507,"Y'know, I don't really know you well enough for you to do that.",Carol,joy,positive,849,11,5,18,"00:04:43,950","00:04:47,327",1,1
8508,That really was some of your best work.,Monica,joy,positive,850,0,7,12,"00:21:17,359","00:21:19,777",1,1
8514,Okay! You get the vacuum cleaner and Ill get the furniture polish!,Monica,joy,positive,850,6,7,12,"00:21:42,968","00:21:46,429",1,1
8520,"Oh wow, what a beautiful name!  What is it again?",Joey,joy,positive,851,5,7,17,"00:05:42,550","00:05:48,347",1,1
8525,Yeah!,Joey,joy,positive,851,10,7,17,"0:05:54,471","0:05:54,805",1,1
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,Joey,joy,positive,851,13,7,17,"00:05:57,565","00:06:02,319",1,1
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,positive,851,18,7,17,"00:06:13,289","00:06:15,874",1,1
8539,I'm sorry.,Phoebe,sadness,negative,852,2,1,17,"00:19:08,272","00:19:09,313",0,0
8541,"That's right, I don't... But I was, I was drunk on you!",Phoebe,sadness,negative,852,4,1,17,"00:19:26,832","00:19:33,087",0,0
8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,anger,negative,852,7,1,17,"00:19:50,397","00:19:57,278",0,1
8545,"You know...  You're gonna be really, really hard to get over.",Phoebe,sadness,negative,852,8,1,17,"00:20:06,496","00:20:10,625",0,0
8547,"Oh, hello liar.",Phoebe,anger,negative,853,1,7,9,"00:14:29,201","00:14:31,035",0,1
8548,"Look, I-Im really sorry I let go of the bike.",Ross,sadness,negative,853,2,7,9,"00:14:33,664","00:14:37,500",0,0
8549,I couldve been killed I hope you know!,Phoebe,anger,negative,853,3,7,9,"00:14:37,710","00:14:39,752",0,1
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,sadness,negative,853,4,7,9,"00:14:41,714","00:14:49,971",0,0
8551,"Well, I would love to butthe bike got stolen and the police have no suspects.",Phoebe,joy,positive,853,5,7,9,"00:14:50,180","00:14:56,769",1,1
8553,What?!  What the hell?!,Phoebe,anger,negative,853,7,7,9,"00:15:07,573","00:15:09,449",0,1
8554,"All right, yknow what?",Ross,anger,negative,853,8,7,9,"00:15:10,951","00:15:11,993",0,1
8555,"If you are not going to learn how to ride this bike then Im sorry, Im just gonna have to take it back.",Ross,anger,negative,853,9,7,9,"00:15:12,202","00:15:17,707",0,1
8557,"Because! Because, it-it-its Itd be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,negative,853,11,7,9,"00:15:17,875","00:15:30,553",0,1
8558,"All right. If you care enough to make up that load of crap, okay.",Phoebe,anger,negative,853,12,7,9,"00:15:50,616","00:15:55,119",0,1
8559,Great! Great!  Youre making the bike very happy.,Ross,joy,positive,853,13,7,9,"00:15:55,621","00:16:01,626",1,1
8560,Okay Ross!  Please dont die!,Phoebe,anger,negative,853,14,7,9,"00:16:01,835","00:16:07,840",0,1
8561,How could you have kept all of this from me?,Mona,fear,negative,854,0,8,8,"00:13:19,465","00:13:21,341",0,1
8563,But what?! You figured youd get what you wanted and then dump her like you dumped Rachel!,Dr. Green,anger,negative,854,2,8,8,"00:13:24,428","00:13:27,222",0,1
8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why dont we just let the machine get that?,Ross,anger,negative,854,3,8,8,"00:13:27,389","00:13:40,652",0,1
8567,Everything on your application looks really goodOhh!,Joey,joy,positive,855,0,6,3,"00:11:12,421","00:11:15,173",1,1
8568,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",Joey,anger,negative,855,1,6,3,"00:11:15,341","00:11:22,722",0,1
8570,"Whoa!! Now look, dont be just blurtin stuff out. I want you to really think about your answers. Okay?",Joey,joy,positive,855,3,6,3,"00:11:22,890","00:11:32,023",1,1
8571,You can call off the roommate search!  Hi! Ill be living here.,Chandler,joy,positive,855,4,6,3,"00:11:32,775","00:11:36,861",1,1
8572,"Oh dont listen to him, hes just some guy who really wants the apartment, but I dont think hes gonna get it.",Joey,sadness,negative,855,5,6,3,"00:11:37,029","00:11:42,784",0,0
8574,That thing was a hazard!  Im very safety conscious.,Joey,fear,negative,855,7,6,3,"00:11:45,996","00:11:50,250",0,1
8577,Estelle said I didn't get it.,Joey,sadness,negative,856,2,5,13,"00:20:57,839","00:20:59,257",0,0
8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,joy,positive,856,4,5,13,"00:21:03,011","00:21:08,641",1,1
8591,"Thanks guys!  I really appreciate this, yknow, but you dont have to rub my butt.",Ross,joy,positive,857,11,5,1,"00:20:51,333","00:20:58,881",1,1
8596,Oh yeah!,Ross,joy,positive,858,4,4,13,"00:04:27,850","00:04:29,810",1,1
8612,"Umm look, youre coming on a little strong.",Phoebe,fear,negative,860,2,8,17,"00:13:23,385","00:13:26,179",0,1
8621,Oh my God!,Phoebe,disgust,negative,860,11,8,17,"00:13:49,245","00:13:51,162",0,1
8624,"Yeah,  a Pretty Huge",Jim,joy,positive,860,14,8,17,"0:13:55,185","0:13:57,257",1,1
8625,All right.,Phoebe,disgust,negative,860,15,8,17,"00:13:57,378","00:13:58,795",0,1
8626,"So, uh, how's she doing?",Ross,sadness,negative,861,0,1,8,"00:04:03,993","00:04:06,328",0,0
8627,The doctor says it's a matter of hours.,Aunt Lillian,sadness,negative,861,1,1,8,"00:04:07,080","00:04:09,498",0,0
8628,"How-how are you, Mom?",Monica,sadness,negative,861,2,1,8,"00:04:10,083","00:04:12,876",0,0
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,anger,negative,861,3,1,8,"00:04:13,127","00:04:19,424",0,1
8634,"She is unbelievable, our mother is...",Monica,anger,negative,861,8,1,8,"00:04:25,807","00:04:27,349",0,1
8640,"...Yeah, they were gross.",Ross,disgust,negative,861,14,1,8,"00:04:47,287","00:04:49,413",0,1
8641,"Oh, you know what I loved?",Ross,joy,positive,861,15,1,8,"00:04:50,248","00:04:52,040",1,1
8642,Her Sweet 'n' Los.,Ross,joy,positive,861,16,1,8,"00:04:52,250","00:04:54,084",1,1
8643,How she was always stealing them from- from restaurants.,Ross,joy,positive,861,17,1,8,"00:04:54,294","00:04:57,504",1,1
8653,That's a good one!,Ronni,joy,positive,863,4,1,13,"0:11:01,702","0:11:03,084",1,1
8660,"Well, thanks a lot for hookin me up Rach. I want you to know that I want you to attend our wedding as my guest.",Chandler,joy,positive,864,3,7,20,"00:05:42,884","00:05:47,304",1,1
8661,Im Monicas maid of honor. Okay? Dont try to blue pin me!,Rachel,anger,negative,864,4,7,20,"00:05:49,849","00:06:00,192",0,1
8663,Limited seating my ass. Lets see who made the cut.  Hi!,Monica,anger,negative,865,1,7,11,"00:12:01,637","00:12:06,683",0,1
8665,Used to work with her. Used to! Im a relative and I didnt get invited! A,Monica,anger,negative,865,3,7,11,"00:12:12,440","00:12:17,402",0,1
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,negative,865,4,7,11,"00:12:21,699","00:12:24,492",0,0
8667,"So, how about you huh? How do you know the happy couple?",Monica,joy,positive,865,5,7,11,"00:12:25,327","00:12:28,246",1,1
8671,"I tell you, this wedding is not going to happen.",Emily,joy,positive,866,2,4,23,"00:19:28,500","00:19:31,460",1,1
8677,Its perfect.,Emily,joy,positive,866,7,4,23,"00:20:01,200","00:20:02,742",1,1
8678,"And, I dont know, if it starts to rain",Ross,joy,positive,866,8,4,23,"0:20:03,327","0:20:05,589",1,1
8679,Well then well get wet.,Emily,anger,negative,866,9,4,23,"0:20:05,589","0:20:07,211",0,1
8680,Ohh. And I dont even have a date.,Monica,sadness,negative,866,10,4,23,"00:20:10,876","00:20:14,962",0,0
8682,I have a bone to pick with you.,Ross,anger,negative,867,1,7,16,"00:06:03,654","00:06:06,239",0,1
8683,Uh-oh.,Rachel,fear,negative,867,2,7,16,"00:06:08,159","00:06:09,868",0,1
8684,Yes! Ben learned a little trick.,Ross,anger,negative,867,3,7,16,"00:06:10,036","00:06:12,412",0,1
8686,Thats right! Thats right!,Ross,joy,positive,867,5,7,16,"0:06:16,813","0:06:18,519",1,1
8688,Yeah that! You know I hate practical jokes! Theyre mean and theyre stupid and-and I dont want my son learning them!,Ross,anger,negative,867,7,7,16,"00:06:27,637","00:06:36,645",0,1
8689,Yknow what? It doesnt matter! Because it is not true!,Cecilia,anger,negative,868,0,7,15,"00:05:44,510","00:05:47,679",0,1
8695,"Look, don't you see what's happening here.",Chandler,anger,negative,869,2,3,12,"0:12:37,048","0:12:37,188",0,1
8696,"Instead of hitting on her right away, he's becoming her confidant.",Chandler,anger,negative,869,3,3,12,"00:12:37,298","00:12:40,425",0,1
8698,What am I going to do?,Ross,fear,negative,869,5,3,12,"00:12:44,221","00:12:45,430",0,1
8701,I don't know you guys.,Ross,fear,negative,869,8,3,12,"00:12:55,149","00:12:57,776",0,1
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,negative,869,9,3,12,"00:12:57,943","00:13:04,949",0,1
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,negative,869,10,3,12,"00:13:05,117","00:13:09,287",0,1
8704,"And before you know it, she's with him.",Joey,anger,negative,869,11,3,12,"00:13:09,455","00:13:11,456",0,1
8705,"And you'll be all, 'Ohh, man!'",Joey,anger,negative,869,12,3,12,"00:13:11,624","00:13:14,459",0,1
8706,"And he'll be all, 'Yes!'",Joey,anger,negative,869,13,3,12,"00:13:14,960","00:13:16,795",0,1
8707,"And us, we'll be like, 'Wh-whoa, dude.'",Joey,joy,positive,869,14,3,12,"00:13:19,006","00:13:21,633",1,1
8708,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,negative,869,15,3,12,"00:13:23,636","00:13:34,229",0,1
8709,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,negative,869,16,3,12,"00:13:34,647","00:13:38,149",0,1
8721,"Oh, come on!",Chandler,sadness,negative,871,1,4,18,"00:04:43,449","00:04:46,994",0,0
8730,I knew I shouldnt have mentioned it! Thats what I wanted to name my kid!,Joey,sadness,negative,871,10,4,18,"00:05:28,494","00:05:32,622",0,0
8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Mrs. Geller,sadness,negative,872,0,1,2,"00:09:26,816","00:09:32,821",0,0
8733,"Well, at least she had the chance to leave a man at the altar...",Mrs. Geller,joy,positive,872,2,1,2,"00:09:40,997","00:09:44,666",1,1
8743,Hey Pheebs!,Joey,joy,positive,873,2,5,4,"00:16:25,317","00:16:26,442",1,1
8746,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",Phoebe,anger,negative,873,5,5,4,"00:16:35,035","00:16:47,880",0,1
8748,"Well to tell you the truth, they uh,  they had a problem with the bag!",Joey,sadness,negative,874,1,5,13,"00:21:08,976","00:21:14,021",0,0
8751,Y'know what? It was a stupid play anyway!,Joey,sadness,negative,874,3,5,13,"00:21:15,565","00:21:18,109",0,0
8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,sadness,negative,874,4,5,13,"00:21:19,069","00:21:20,820",0,0
8753,I don't wanna give up the bag.,Joey,sadness,negative,874,5,5,13,"0:21:21,280","0:21:22,842",0,0
8754,I don't have to give up the bag!,Joey,anger,negative,874,6,5,13,"0:21:22,842","0:21:23,670",0,1
8755,Do I Rach?,Joey,sadness,negative,874,7,5,13,"00:21:24,116","00:21:26,617",0,0
8756,"Oh, you think I should give up the bag!",Joey,anger,negative,874,8,5,13,"00:21:30,038","00:21:32,456",0,1
8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,negative,874,10,5,13,"00:21:39,339","00:21:44,051",0,0
8760,I can't believe I'm hearing this!,Joey,sadness,negative,874,11,5,13,"00:21:46,555","00:21:48,139",0,0
8761,Wait a minute!,Rachel,sadness,negative,874,12,5,13,"0:21:48,390","0:21:49,242",0,0
8762,Wait a minute!,Rachel,anger,negative,874,13,5,13,"0:21:49,242","0:21:51,612",0,1
8766,"Okay, great.",Chandler,joy,positive,875,1,5,5,"00:07:36,414","00:07:37,664",1,1
8769,We're switching rooms again.,Monica,anger,negative,875,4,5,5,"0:07:48,968","0:07:50,180",0,1
8771,"This is a garden view room, and we paid for an ocean view room.",Monica,anger,negative,875,6,5,5,"00:07:52,180","00:07:55,599",0,1
8772,Our last ocean view room was unacceptable to you.,Hotel Clerk,joy,positive,875,7,5,5,"00:07:55,808","00:08:00,979",1,1
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,negative,875,8,5,5,"00:08:01,856","00:08:04,983",0,1
8776,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,anger,negative,876,0,4,20,"00:00:11,803","00:00:21,645",0,1
8777,Joey. Joey. Joey. Joey! Joey!!,Joey,anger,negative,876,1,4,20,"00:00:21,813","00:00:27,484",0,1
8779,Hey!,Phoebe,joy,positive,877,0,7,11,"00:14:43,465","00:14:44,465",1,1
8781,"Oh, I wouldnt miss this.",Phoebe,joy,positive,877,2,7,11,"00:14:47,761","00:14:50,263",1,1
8782,"Well, Im very glad youre here.",David,joy,positive,877,3,7,11,"00:14:50,431","00:14:52,390",1,1
8783,"Oh, youre such a gentleman.  Come on! Were going to my place!",Phoebe,joy,positive,877,4,7,11,"00:14:52,683","00:14:57,520",1,1
8784,Hey!,Joey,joy,positive,878,0,7,16,"0:19:38,218","0:19:39,060",1,1
8793,"Oh, did you not want people to know that?",Rachel,joy,positive,880,2,1,1,"00:21:06,807","00:21:10,142",1,1
8794,But Im not gay. And I especially wouldnt want you to think I was gay.,Tag,joy,positive,881,0,7,4,"00:21:11,478","00:21:16,190",1,1
8805,"Great! All right, so Ill call you later.",Joey,joy,positive,884,1,4,7,"0:01:44,646","0:01:44,788",1,1
8806,Great!,Casey,joy,positive,884,2,4,7,"00:01:44,938","00:01:45,979",1,1
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,negative,884,8,4,7,"00:02:08,336","00:02:12,297",0,1
8815,"Well, Im upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,negative,884,11,4,7,"00:02:18,346","00:02:26,687",0,1
8816,What is the big deal? Its not like were exclusive.,Joey,sadness,negative,884,12,4,7,"00:02:28,898","00:02:32,484",0,0
8817,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",Chandler,anger,negative,884,13,4,7,"00:02:32,694","00:02:37,698",0,1
8822,Can you people not see me?!,Chandler,joy,positive,885,0,7,5,"00:14:41,171","00:14:43,590",1,1
8825,"Oh, come on! Ill give you ten free",Rachel,anger,negative,885,3,7,5,"0:14:49,430","0:14:52,332",0,1
8826,One!  No ten! You said ten! You cant take that back!,Joey,anger,negative,885,4,7,5,"00:14:54,018","00:14:56,728",0,1
8827,Hey!,Rachel,joy,positive,886,0,4,17,"0:13:17,213","0:13:18,395",1,1
8828,Hi!,Chandler,joy,positive,886,1,4,17,"0:13:18,395","0:13:19,134",1,1
8832,"Well, so, why dont you just turn it off?",Rachel,joy,positive,886,5,4,17,"00:13:29,934","00:13:31,976",1,1
8834,"Ooh, good, youre hear! Okay.",Phoebe,joy,positive,886,7,4,17,"00:13:36,732","00:13:38,733",1,1
8835,Hey!,Monica,joy,positive,886,8,4,17,"0:13:38,901","0:13:39,319",1,1
8836,Hi!,Phoebe,joy,positive,886,9,4,17,"0:13:39,319","0:13:40,006",1,1
8837,"Well, what-what cha got there?",Rachel,joy,positive,886,10,4,17,"00:13:40,110","00:13:41,402",1,1
8838,"Oh this, well Im glad you asked.",Phoebe,joy,positive,886,11,4,17,"00:13:41,570","00:13:44,572",1,1
8839,"Now, dont you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,negative,886,12,4,17,"00:13:47,576","00:13:52,705",0,1
8842,Pregnant Woman Slays Four?,Chandler,fear,negative,886,15,4,17,"00:13:58,128","00:14:00,004",0,1
8844,No!,Phoebe,joy,positive,886,17,4,17,"0:14:04,552","0:14:06,014",1,1
8855,"In fact, I-I-I was married to one of them.",Ross,anger,negative,887,5,6,17,"00:19:37,509","00:19:42,305",0,1
8856,"Let me get this straight man, you attacked your ex-wife?!",The Instructor,anger,negative,887,6,6,17,"00:19:42,472","00:19:44,849",0,1
8861,Thats why Im here.,Ross,anger,negative,887,11,6,17,"0:19:53,125","0:19:54,611",0,1
8864,"What? No! No, Im not stopping. Im Red Ross!",Ross,sadness,negative,888,0,4,15,"00:16:13,430","00:16:16,599",0,0
8865,"Dude, if you go back out there, youre gonna be Dead Ross!",Joey,anger,negative,888,1,4,15,"00:16:16,767","00:16:19,978",0,1
8866,I dont care! I am not quitting! I insist on finishing this game!,Ross,anger,negative,888,2,4,15,"00:16:20,145","00:16:26,567",0,1
8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,negative,888,3,4,15,"00:16:23,565","00:16:26,567",0,1
8870,I like that.,Ross,joy,positive,888,6,4,15,"00:16:36,787","00:16:40,164",1,1
8878,"Yeah? I can use that, trick hip, no cup, okay! Okay!",Ross,joy,positive,888,14,4,15,"00:16:54,805","00:16:58,057",1,1
8880,"But-but, Liams on my team.",Ross,joy,positive,888,16,4,15,"00:17:03,355","00:17:05,064",1,1
8881,I dont care! You just get him!,Emily,anger,negative,888,17,4,15,"00:17:05,232","00:17:08,276",0,1
8882,"Im gonna go get him! Okay, I am going back in!",Ross,joy,positive,888,18,4,15,"00:17:08,444","00:17:11,487",1,1
8883,The Red Ross! Okay.,Joey,joy,positive,888,19,4,15,"00:17:13,991","00:17:17,326",1,1
8895,"Oh-oh! Okay, shes kicking!",Rachel,joy,positive,891,0,8,16,"00:02:20,974","00:02:23,892",1,1
8900,I think thats the youngest girl ever to reject me.,Chandler,joy,positive,891,5,8,16,"0:02:29,858","0:02:33,425",1,1
8901,Oh hey you guys!,Phoebe,joy,positive,891,6,8,16,"00:02:34,279","00:02:35,779",1,1
8912,Remember that guy that gave me a bad review? Well  Im getting my revenge!,Monica,anger,negative,892,10,8,21,"00:04:17,091","00:04:23,264",0,1
8916,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,joy,positive,892,14,8,21,"00:04:33,983","00:04:37,194",1,1
8917,"""Restaurant reviewer admits: I was wrong about Monica.""",Monica,joy,positive,892,15,8,21,"00:04:37,361","00:04:42,199",1,1
8918,"The front page? You really do live in your own little world, dont ya?",Chandler,sadness,negative,892,16,8,21,"00:04:42,366","00:04:47,329",0,0
8920,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,negative,893,1,7,16,"00:04:54,752","00:05:01,216",0,1
8921,Were never gonna find anybody.,Monica,sadness,negative,893,2,7,16,"0:05:02,969","0:05:04,513",0,0
8922,Well then let me do it!,Joey,joy,positive,893,3,7,16,"0:05:04,513","0:05:05,627",1,1
8923,Joe,Chandler,joy,positive,893,4,7,16,"0:05:05,722","0:05:06,394",1,1
8930,"I wont spit, and I wont stare at Monicas breasts!",Joey,anger,negative,893,9,7,16,"00:05:11,269","00:05:14,813",0,1
8932,Everyone knows Im an ass man!,Joey,joy,positive,893,10,7,16,"00:05:15,565","00:05:18,275",1,1
8934,"Yeah and the most important thing is that it wont be some like, stranger up there who barely knows you.",Joey,joy,positive,893,12,7,16,"00:05:19,736","00:05:25,574",1,1
8935,Itll be me!,Joey,joy,positive,893,13,7,16,"0:05:25,742","0:05:26,714",1,1
8936,And I swear Ill do a really good job.,Joey,joy,positive,893,14,7,16,"0:05:26,714","0:05:29,434",1,1
8937,"Plus, yknow I love you guys and-and it would really mean a lot to me.",Joey,joy,positive,893,15,7,16,"00:05:29,579","00:05:33,040",1,1
8939,It might be kinda cool.,Monica,joy,positive,893,16,7,16,"00:05:35,126","00:05:36,376",1,1
8940,So I can do it?,Joey,joy,positive,893,17,7,16,"00:05:36,544","00:05:38,795",1,1
8941,Ah-ha! Too cocky!,Phoebe,joy,positive,894,0,7,15,"00:04:31,020","00:04:33,647",1,1
8942,I still cant believe they took away my key. You trust me with yours.,Joey,fear,negative,895,0,8,3,"00:07:33,494","00:07:36,955",0,1
8944,What the hell is that?,Joey,anger,negative,895,2,8,3,"00:07:47,091","00:07:49,676",0,1
8950,Come on!,Mr. Treeger,anger,negative,895,8,8,3,"0:08:03,733","0:08:04,285",0,1
8951,Hurry up.,Mr. Treeger,sadness,negative,895,9,8,3,"0:08:04,285","0:08:05,377",0,0
8954,"Oh, Im so sorry.",Phoebe,sadness,negative,896,1,8,16,"0:03:53,566","0:03:54,738",0,0
8955,"Um, and maybe Im wrong!",Phoebe,sadness,negative,896,2,8,16,"0:03:54,738","0:03:56,213",0,0
8961,"Oh, but its made her so happy.",Monica,anger,negative,897,0,4,2,"00:11:21,055","00:11:25,058",0,1
8963,Crazy lady thinks her mother is in a cat.,Ross,sadness,negative,897,2,4,2,"00:11:28,270","00:11:32,190",0,0
8968,"He is right, isnt he?",Monica,joy,positive,897,7,4,2,"00:11:46,622","00:11:48,832",1,1
8972,Seven hundred bucks!,Joey,joy,positive,898,0,1,24,"00:18:18,847","00:18:22,141",1,1
8973,"Alright, you did it! Do we have any fruit?",Chandler,joy,positive,898,1,1,24,"00:18:22,351","00:18:23,726",1,1
8974,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",Joey,joy,positive,898,2,1,24,"00:18:26,855","00:18:32,026",1,1
8976,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",Joey,disgust,negative,898,4,1,24,"00:18:35,072","00:18:41,452",0,1
8983,"Nice,  thank you.",Phoebe,joy,positive,900,4,3,15,"00:04:08,081","00:04:10,040",1,1
8986,Your eyes are very pretty.,Mischa,joy,positive,900,7,3,15,"00:04:22,512","00:04:25,138",1,1
8987,"Thank you, very much! Oh!  Thank you!",Phoebe,joy,positive,900,8,3,15,"00:04:26,057","00:04:28,350",1,1
8990,No-no-no-no!!,Phoebe,joy,positive,900,11,3,15,"00:04:44,659","00:04:49,454",1,1
8995,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",Chandler,anger,negative,901,0,3,8,"00:06:36,145","00:06:42,401",0,1
8999,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",Joey,anger,negative,901,4,3,8,"00:06:57,834","00:07:00,585",0,1
9000,"Thats a good idea, Dear Janice have a Hubba-Bubba birthday. I would like to get her something serious.",Chandler,disgust,negative,901,5,3,8,"00:07:01,295","00:07:08,343",0,1
9004,"All right. Look, Im gonna go in here, and you dont buy me anything ever.",Chandler,anger,negative,901,9,3,8,"00:07:20,440","00:07:25,110",0,1
9005,"No, no, you cant, you cant, okay, you cant, you cant buy her pearls, you just cant, you cant, you cant.",Joey,fear,negative,901,10,3,8,"00:07:25,278","00:07:32,451",0,1
9008,What is the thing?,Chandler,sadness,negative,901,13,3,8,"00:07:39,625","00:07:41,668",0,0
9009,"Okay. I went down to the Mattress King showroom and, and I saw Janice, kissing her ex-husband.",Joey,sadness,negative,901,14,3,8,"00:07:44,714","00:07:51,011",0,0
9012,"Well she, she wouldnt do that, shes with, shes with me.",Chandler,sadness,negative,901,17,3,8,"00:07:59,270","00:08:02,314",0,0
9014,Im telling you its like watching Bambi learn how to walk.,Rachel,anger,negative,902,0,7,14,"00:13:57,253","00:14:01,172",0,1
9017,Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,Joey,joy,positive,902,2,7,14,"00:14:13,936","00:14:20,149",1,1
