Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,Sequence_Length,facial_feature,audio_feature
3369,"Mon, look at yourself. You have cookie on your neck.",Ross,disgust,negative,336,10,3,10,"00:12:45,222","00:12:47,724",0,1,84,0,0,1,-0.006333483,-0.303354042
10006,Theres no or in mind. What is wrong with these pants?!!,Ross,anger,negative,996,16,4,23,"00:11:46,122","00:11:50,625",0,1,246,0.371675381,0,4,0.594605321,0.4237015
358,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.",Ross,joy,positive,35,5,7,9,"00:21:31,456","00:21:37,837",1,1,15,0,0,1,-0.258357513,-0.295155387
10209,"Oh, now you want a favour?",Ross,joy,positive,1016,12,3,17,"0:15:37,728","0:15:40,320",1,1,251,0.656626506,0,1,0.51522364,-0.255518981
3501,I'd love to!,Ross,joy,positive,349,5,9,19,"0:02:00,253","0:02:00,463",1,1,88,0,0.562737643,2,-0.172659685,0.048272764
2524,"Joey, get out of the fridge.",Ross,anger,negative,254,5,1,22,"0:21:56,732","0:21:58,109",0,1,56,0.721649485,0,2,-0.351894395,0.100335072
2488,Fine!,Ross,anger,negative,252,2,4,1,"0:11:49,417","0:11:49,555",0,1,55,0.721649485,0,2,0.488119046,0.381106095
459,Ah! Ah! I forgot my jacket!,Ross,anger,negative,42,0,5,1,"00:21:09,768","00:21:11,769",0,1,15,0,0,1,0.276973019,0.509173831
1609,"Okay... okay, maybe I will...",Ross,joy,positive,164,9,1,1,"00:21:20,529","00:21:31,872",1,1,43,0.656626506,0,1,0.238911154,-0.194664878
118,Do you really want to throw that all away over a room?,Ross,sadness,negative,12,7,6,3,"00:13:20,633","00:13:24,385",0,0,3,0.721649485,0,6,-0.395838504,-0.104854397
5273,Im sorry.,Ross,sadness,negative,531,6,6,4,"00:20:25,974","00:20:28,184",0,0,123,0.656626506,0,4,0.231824011,-0.230795639
274,"Okay, good bye!",Ross,anger,negative,25,16,3,21,"00:04:57,714","00:04:58,797",0,1,5,0.212249848,0,2,0.671388466,0.573599199
9059,"C'mon, Chandler, I love your mom. I think she's a blast.",Ross,joy,positive,905,16,1,11,"00:03:26,581","00:03:28,874",1,1,221,0,0,1,0.57912979,-0.282862039
29,"Uhh, yes I did but there isn't. Okay, here we go.",Ross,sadness,negative,2,2,5,16,"00:07:30,741","00:07:34,119",0,0,1,0,0,1,-0.171458019,-0.297558495
74,Shell drive us totally crazy.,Ross,disgust,negative,7,8,8,20,"0:15:27,414","0:15:28,999",0,1,4,0.664556962,0,2,0.468950007,0.618935029
4410,Oh God youre right.,Ross,joy,positive,449,11,8,17,"00:21:22,281","00:21:24,115",1,1,110,0,0.020842135,2,-0.287934632,0.624982391
7937,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",Ross,fear,negative,799,1,2,6,"00:09:24,230","00:09:30,860",0,1,195,0.656626506,0,2,0.405172125,0.410297349
7986,"Whoa-whoops, I almost lost this baby!",Ross,joy,positive,805,5,4,5,"00:00:37,829","00:00:41,749",1,1,199,0,0.562737643,3,0.298396774,-0.225257475
2489,"But this break-up was not all my fault, and she, she says here,  If you accept full responsibility...  Full responsibility!",Ross,anger,negative,252,3,4,1,"00:11:49,667","00:11:56,715",0,1,55,0.721649485,0,3,-0.002567673,-0.114935786
4687,"Pheebs, I think shes great. Okay? Were going out again.",Ross,joy,positive,477,9,3,24,"00:14:42,548","00:14:45,800",1,1,114,0,0.562737643,3,-0.527656527,-0.222255112
123,"All right, lets go! Bye, Pheebs!",Ross,joy,positive,11,6,4,23,"00:03:32,503","00:03:34,463",1,1,4,0,0,1,0.456568468,0.407796218
1584,Yknow I dont understand why they didnt cry. It was a beautiful speech.,Ross,sadness,negative,163,0,8,18,"00:21:14,261","00:21:18,014",0,0,41,0,0,1,-0.430217327,0.594726399
108,"Hey, I'm more cop than you two!",Ross,anger,negative,10,7,5,20,"0:07:16,237","0:07:18,231",0,1,5,0.82278481,0,2,0.344891078,-0.080995297
1097,Shielding your face and shrieking like a girl... is not a backhand.,Ross,disgust,negative,115,3,3,10,"00:01:49,901","00:01:55,364",0,1,28,0,0,1,-0.46459401,-0.325888462
10240,Rachel!,Ross,anger,negative,1018,6,8,8,"00:16:54,722","00:16:56,222",0,1,252,0.521438696,0,2,-0.16271582,0.607564141
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,positive,180,9,8,24,"00:02:52,243","00:02:56,789",1,1,47,0,0,1,-0.282266209,0.609907114
265,"Y'know what I didnt wear this suit for a year because you hated it. Well, guess what? Youre not my girlfriend anymore so...",Ross,anger,negative,25,8,3,21,"00:04:33,564","00:04:38,902",0,1,5,0,0.517857143,1,0.509050816,-0.156730507
8272,"And Im happy for ya, but Im tired of having a relationship with your answering machine!",Ross,anger,negative,831,5,3,15,"00:12:17,111","00:12:22,323",0,1,203,0.656626506,0,2,-0.30668133,-0.227731588
9714,"Okay, I uh, I can't see you anymore.",Ross,sadness,negative,964,16,5,5,"00:07:25,820","00:07:28,029",0,0,236,0,0.562737643,1,0.578995452,-0.209018546
729,"Oh please!   Youre gonna say things now, arent ya?",Ross,joy,positive,67,11,6,3,"00:08:55,701","00:08:58,495",1,1,22,0,0,1,-0.496422791,-0.138667673
343,Guys?,Ross,anger,negative,32,14,1,12,"0:11:40,033","0:11:43,147",0,1,13,0.49246988,0,3,-0.080814813,-0.309539209
4201,"Well, okay so, I dont have it all worked out quite yet. Just dont say anything to Rachel, please?",Ross,anger,negative,430,0,6,2,"00:01:43,436","00:01:52,861",0,1,107,0,0,1,-0.591464484,0.151986499
2620,You-you-you-you  threw my sandwich away!,Ross,fear,negative,259,1,5,9,"00:13:28,098","00:13:30,850",0,1,69,0,0,1,0.127621849,0.192142886
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799",0,1,12,0.410391566,0,2,-0.438349756,-0.144555385
43,You had no right to tell me you ever had feelings for me.,Ross,anger,negative,5,0,2,7,"00:18:28,565","00:18:31,234",0,1,3,0,0,1,-0.427663687,0.012310479
4980,"Yeah, but this cant be it, I mean.",Ross,sadness,negative,506,10,3,16,"00:21:44,720","00:21:46,220",0,0,120,0.656626506,0,5,0.548205516,-0.262203317
9633,"Well, it was loong.",Ross,sadness,negative,958,0,1,1,"00:05:25,450","00:05:30,120",0,0,232,0,0,1,-0.049079745,-0.225012282
7535,Not nice enough.,Ross,anger,negative,755,8,3,10,"00:17:19,788","00:17:22,123",0,1,187,0,0.217833926,1,-0.556346907,-0.255871043
6208,Hey guys!,Ross,joy,positive,623,4,4,22,"0:12:11,564","0:12:12,274",1,1,148,0,0,1,0.220153939,-0.023942644
8476,"Oh, that is so sweet.",Ross,joy,positive,847,0,2,1,"00:08:50,571","00:08:53,448",1,1,206,0,0,1,-0.166639023,-0.277323762
2436,"Yeah, y'know how I have you guys, well she doesnt really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think its gonna make a difference",Ross,joy,positive,244,21,3,6,"00:03:42,722","00:03:55,067",1,1,54,0.721649485,0,1,-0.50787864,-0.166146899
7936,"Well, there's no way I'm gonna get a shot.",Ross,fear,negative,799,0,2,6,"00:09:24,230","00:09:27,357",0,1,195,0,0,1,0.633172143,0.464094469
665,"What do you think you're gonna do, have sex with her right here    on my couch?",Ross,disgust,negative,70,9,9,12,"00:16:23,565","00:16:27,735",0,1,15,0,0,1,0.630193166,-0.271172189
9679,I always knew she liked him!,Ross,anger,negative,963,3,3,19,"0:12:49,936","0:12:51,800",0,1,235,0.656626506,0,2,0.092797816,-0.222194392
2694,"Oh great! What, you brought Joey?",Ross,joy,positive,270,2,5,16,"00:15:29,470","00:15:32,513",1,1,72,0,0,1,-0.165721802,-0.189012562
1203,Depending    on the species I'd have to have a six foot long...,Ross,anger,negative,123,3,9,17,"0:05:12,675","0:05:15,437",0,1,32,0.656626506,0,3,-0.530568523,0.51402414
9171,"Its gotta be, its gotta be going somewhere right?",Ross,joy,positive,916,6,8,11,"00:12:45,806","00:12:50,059",1,1,225,0,0.562737643,4,0.023786083,0.498805343
1656,We know you took so just-just save yourself the time and confess!,Ross,anger,negative,168,13,4,22,"00:16:27,319","00:16:30,488",0,1,42,0.721649485,0,2,-0.084132954,0.348332222
2381,"I dont know, I mean you were a lot bigger, I mean, stronger back then.",Ross,joy,positive,235,5,6,10,"00:21:24,032","00:21:28,995",1,1,63,0,0,1,0.697258008,0.032794767
828,Itsits complicated okay?,Ross,sadness,negative,77,8,8,24,"00:17:44,176","00:17:47,513",0,0,27,0,0.347826087,1,-0.535341743,0.603291356
9992,Postpone it?,Ross,joy,positive,996,2,4,23,"00:10:53,069","00:10:54,361",1,1,246,0,0,1,0.52597557,-0.149500499
1207,I can't believe you put that on my alumni page!,Ross,anger,negative,123,6,9,17,"00:05:21,851","00:05:24,187",0,1,32,0.656626506,0,5,-0.525846237,-0.202547878
189,Hi!,Ross,joy,positive,17,10,5,19,"0:06:54,665","0:06:54,803",1,1,7,0,0.562737643,2,-0.496638836,0.323421344
3128,What?!,Ross,sadness,negative,312,13,3,25,"00:17:07,609","00:17:08,735",0,0,81,0.656626506,0,3,-0.043125725,-0.264961011
554,For what? For letting you throw me out of your office?,Ross,anger,negative,51,4,3,15,"00:11:26,018","00:11:28,645",0,1,19,0,0,1,0.054105823,-0.305431067
9643,"Okay, Ill be up in,  18 pages. Front and back. Very exciting.",Ross,joy,positive,959,9,4,1,"00:06:39,649","00:06:48,365",1,1,233,0,0.164940344,2,-0.43195131,-0.316875358
7628,"I'm sorry, that's all the time we have.",Ross,sadness,negative,767,3,1,5,"0:16:30,072","0:16:31,794",0,0,188,0,0,1,0.681943428,-0.25495309
3822,"No, come on dont start.  Ouch!",Ross,joy,positive,385,1,3,6,"00:20:41,490","00:20:45,785",1,1,97,0,0,1,-0.134347143,-0.273291149
4685,"No, I-Im saying I liked her.",Ross,joy,positive,477,7,3,24,"00:14:36,750","00:14:39,168",1,1,114,0,0.562737643,2,-0.575941181,-0.20467468
1001,Just slice that baby right off!,Ross,fear,negative,100,3,3,23,"0:05:37,212","0:05:39,696",0,1,26,0,0,1,-0.004553335,0.110229393
7164,Awesome!,Ross,joy,positive,712,5,8,20,"00:03:08,885","00:03:10,511",1,1,172,0,0,1,-0.42153343,0.605601454
6228,"Thats interesting, but check this out. I date her",Ross,joy,positive,625,4,7,17,"00:11:06,123","00:11:10,585",1,1,149,0,0,1,0.614349199,-0.064753535
26,Yeah!!,Ross,joy,positive,3,1,5,20,"0:01:02,271","0:01:03,961",1,1,1,0,0,1,0.579996884,-0.059792405
5375,Yay!,Ross,joy,positive,541,10,6,15,"0:14:22,237","0:14:23,491",1,1,125,0,0.519450132,4,0.41396392,0.52954771
9088,"Joey comeI cant believeI bring you here to see the Bapstein-King comet, one of natures most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",Ross,anger,negative,908,7,7,12,"00:02:41,077","00:02:52,379",0,1,222,0,0,1,-0.611267757,-0.235736421
8880,"But-but, Liams on my team.",Ross,joy,positive,888,16,4,15,"00:17:03,355","00:17:05,064",1,1,218,0,0.444955345,3,-0.243468405,-0.108561757
1008,"Oh, you've tasted it.",Ross,anger,negative,94,9,2,2,"00:13:48,410","00:13:50,245",0,1,34,0.82278481,0,2,-0.179873136,-0.013752197
5776,"Maybe this wouldve happened if Id been more nurturing, or Id paid more attention, or I... had a uterus.",Ross,sadness,negative,585,0,3,6,"00:19:42,222","00:19:47,852",0,0,138,0,0,1,0.12546169,-0.322421662
4240,"Wait until uh, wait until the first time your baby grabs your finger.",Ross,joy,positive,434,6,8,5,"00:19:59,489","00:20:06,454",1,1,108,0,0,1,0.531277142,0.562330342
3375,"Thats when it occurred to me, the key to my success, the munchies. So I ah, started hitting the NYU dorms around midnight.",Ross,joy,positive,336,16,3,10,"00:13:09,955","00:13:20,006",1,1,84,0,0.328263625,2,-0.004948284,-0.163032785
33,Straight up over your head!,Ross,anger,negative,2,6,5,16,"0:07:46,215","0:07:47,777",0,1,1,0.721649485,0,3,0.216953629,-0.054046285
8183,"Listen, I gotta tell ya, I-Im having a great time!",Ross,joy,positive,821,10,6,18,"00:10:25,041","00:10:28,376",1,1,201,0,0,1,0.559485052,-0.228651499
34,"Ah AhGet out of here!  Uh, meeting someone? Or-or are you just here to brush up on Marions views on evolution?",Ross,anger,negative,4,6,7,7,"00:14:51,932","00:15:11,743",0,1,2,0,0,1,-0.60706277,-0.29072806
9314,Stop going through my stuff !,Ross,anger,negative,932,1,9,20,"00:22:06,855","00:22:08,857",0,1,227,0,0,1,-0.302840042,0.285572094
1938,Ezels!!,Ross,disgust,negative,192,7,8,7,"00:21:47,389","00:21:48,973",0,1,50,0,0.303012577,1,-0.192727663,0.603160675
130,Good! A verbal contract is binding in the state of New York!,Ross,joy,positive,12,19,6,3,"00:14:00,548","00:14:04,217",1,1,3,0,0.051785714,2,-0.083459234,0.284771953
7881,"Please, promise me that youll tell her that.",Ross,sadness,negative,794,7,5,1,"00:14:19,149","00:14:22,443",0,0,193,0.656626506,0,8,-0.246865471,-0.183657588
58,"Listen, Im ah, Im sorry Ive been so crazy and jealous and, its just that I like you a lot, so...",Ross,sadness,negative,4,11,3,11,"00:20:44,284","00:20:53,584",0,0,1,0,0.562737643,1,-0.297895479,-0.300657111
407,"Uh, this is too weird.",Ross,disgust,negative,34,7,1,9,"0:14:57,021","0:14:59,023",0,1,13,0.82278481,0,2,0.610073189,-0.310084278
116,Okay-okay!,Ross,anger,negative,12,5,6,3,"00:13:02,923","00:13:04,741",0,1,3,0.721649485,0,4,0.013603365,0.408986009
1496,"Really, I, no, I think girls night out is a great idea.",Ross,joy,positive,153,1,3,6,"00:09:20,768","00:09:25,146",1,1,38,0,0,1,0.14967109,-0.271795963
4403,Its just that I,Ross,joy,positive,449,4,8,17,"0:20:56,678","0:20:57,973",1,1,110,0.656626506,0,1,-0.413330172,0.604085643
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,"00:15:02,234","00:15:06,029",0,1,14,0,0.562737643,1,0.180469613,0.341071391
9769,Were probably too old to do that now.,Ross,sadness,negative,972,7,7,19,"00:13:57,461","00:14:00,421",0,0,240,0,0.562737643,1,0.232053615,-0.227314922
8548,"Look, I-Im really sorry I let go of the bike.",Ross,sadness,negative,853,2,7,9,"00:14:33,664","00:14:37,500",0,0,208,0,0,1,0.444656861,-0.340683324
8878,"Yeah? I can use that, trick hip, no cup, okay! Okay!",Ross,joy,positive,888,14,4,15,"00:16:54,805","00:16:58,057",1,1,218,0,0.264817714,2,-0.232786548,0.603174791
7426,"Dad, dad I dont want to hear about it.",Ross,sadness,negative,740,7,7,13,"00:12:30,416","00:12:33,293",0,0,183,0.656626506,0,4,0.644040676,-0.035274513
1580,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,joy,positive,160,12,3,14,"00:06:01,903","00:06:06,740",1,1,42,0,0.177706624,2,0.570440635,-0.226938468
7176,No! No!! No! Can I speak to someone in charge please?!,Ross,anger,negative,714,2,7,7,"00:10:00,433","00:10:05,645",0,1,173,0,0,1,-0.540614446,-0.141167077
119,That is so silly.,Ross,joy,positive,12,8,6,3,"00:13:24,553","00:13:26,846",1,1,3,0.721649485,0,1,0.131459451,-0.206911739
7217,"Joey, please!",Ross,fear,negative,720,0,5,7,"00:09:18,558","00:09:19,849",0,1,175,0,0,1,-0.465077284,-0.245757264
5277,"All right, look I was just trying to make a good first impression.",Ross,anger,negative,531,10,6,4,"00:20:43,867","00:20:47,703",0,1,123,0.656626506,0,5,0.386377242,-0.111857807
187,I'll get it! I will get that!,Ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887",1,1,7,0,0,1,-0.163150383,0.648054244
6707,"What can I do? One person wants to break-up, you break-up.",Ross,sadness,negative,664,1,3,15,"00:16:41,250","00:16:45,336",0,0,159,0,0,1,0.524590213,-0.196613268
836,Im sorry your husband cheated on you.,Ross,sadness,negative,90,3,6,16,"00:19:39,595","00:19:41,888",0,0,22,0.721649485,0,2,-0.328806325,-0.163740947
7877,"Oh yeah, I said Rachels name, but it didnt mean anything, Okay?",Ross,anger,negative,794,3,5,1,"00:14:08,764","00:14:11,808",0,1,193,0.656626506,0,4,-0.137804959,0.094999999
5789,My foot is stuck in the pocket.,Ross,sadness,negative,585,10,3,6,"00:20:31,647","00:20:34,851",0,0,138,0,0.316539924,1,-0.200708565,-0.272145635
3397,No. Sorry man.,Ross,sadness,negative,337,15,8,2,"00:03:43,598","00:03:45,307",0,0,85,0.131325301,0,2,0.659069226,0.609096993
973,Not even if Carol's breast had a picture of a missing child on it.,Ross,disgust,negative,91,10,2,2,"00:09:39,870","00:09:43,206",0,1,32,0.82278481,0,3,-0.599872108,-0.244256334
1651,Wheres my ring? My dead grandmothers wedding ring? Where is it? Where is it?,Ross,fear,negative,168,8,4,22,"00:16:07,633","00:16:11,678",0,1,42,0,0,1,-0.111234259,0.127238982
9563,I'm gonna go kiss Ben goodnight.,Ross,joy,positive,950,13,5,11,"00:19:00,556","00:19:02,723",1,1,229,0,0.43287511,3,-0.239391136,-0.228534358
834,I mean she-she thinking everything Oh thatsnow me.,Ross,sadness,negative,77,14,8,24,"00:18:18,043","00:18:23,507",0,0,27,0.658227848,0,5,-0.585370432,0.604080305
9750,Yeah!,Ross,anger,negative,969,0,6,23,"00:08:59,914","00:09:03,375",0,1,238,0,0,1,-0.420143245,0.187927542
5339,Yeah but,Ross,sadness,negative,538,1,6,11,"00:08:33,221","00:08:35,430",0,0,124,0,0,1,-0.013725351,-0.200204346
184,Four percent. Okay. I tip more than that when theres a bug in my food.,Ross,disgust,negative,17,12,3,7,"00:13:48,077","00:13:52,580",0,1,4,0,0,1,0.67288429,-0.230946506
117,"Two very good points, look Ive known you both a long time, and Ive never seen either of you one/millionth as happy as youve been since youve got together.",Ross,sadness,negative,12,6,6,3,"00:13:06,243","00:13:19,464",0,0,3,0.721649485,0,5,-0.094056542,-0.273153383
2568,I-I studied evolution.,Ross,joy,positive,259,2,6,12,"0:16:42,001","0:16:43,605",1,1,57,0,0,1,-0.569554195,0.039976752
3830,My wifes a lesbian.,Ross,sadness,negative,387,2,3,6,"00:21:31,873","00:21:33,958",0,0,99,0,0,1,-0.56136526,-0.330512174
2698,"Hey, hey, Yertle the Turtle. A classic.",Ross,joy,positive,270,10,1,9,"00:05:49,307","00:05:53,185",1,1,62,0,0,1,-0.244499494,-0.25236901
9307,"Well, John McClane had plans!",Ross,anger,negative,930,13,7,6,"00:02:54,007","00:02:57,342",0,1,226,0,0.562737643,1,0.611222119,-0.192547467
2497,"Yeah, I know.",Ross,sadness,negative,252,10,4,1,"0:12:14,734","0:12:15,656",0,0,55,0.721649485,0,7,-0.026790213,-0.194713618
9815,"Ahh, no.",Ross,sadness,negative,977,0,3,12,"0:20:54,878","0:20:55,640",0,0,241,0,0,1,-0.560318714,-0.123622565
1144,"Chandler, what kind of an idiot do you take me for?",Ross,joy,positive,118,3,6,6,"00:21:16,149","00:21:18,526",1,1,31,0,0,1,-0.119449554,-0.279026827
9303,And itll be cool to see it again! Yeah!,Ross,joy,positive,930,9,7,6,"00:02:39,617","00:02:41,702",1,1,226,0,0,1,0.574085466,-0.03621591
114,"I mean, enough of the silliness!",Ross,anger,negative,12,3,6,3,"0:12:55,691","0:12:58,073",0,1,3,0.721649485,0,3,-0.194667644,0.318286833
418,Easy. Easy. You have to go to the hospital. Okay?,Ross,fear,negative,36,0,3,21,"00:15:26,342","00:15:30,345",0,1,14,0,0,1,0.385701877,-0.248258011
5380,"Well I dont know umm,  what if we were too tie each other up?",Ross,joy,positive,541,14,6,15,"00:14:34,373","00:14:45,133",1,1,125,0,0.292623574,5,0.585847614,-0.242472512
287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",0,1,11,0.656626506,0,2,0.505411088,0.279491624
6654,Let's try scooching!,Ross,joy,positive,659,13,1,14,"0:15:45,736","0:15:46,738",1,1,158,0.656626506,0,1,-0.14210667,-0.123922197
9028,Come on!,Ross,joy,positive,902,13,7,14,"0:15:05,416","0:15:05,708",1,1,220,0.656626506,0,1,-0.519497094,0.565678445
3374,"Okay, the other night I was leaving the museum just as Laser Floyd was letting out of the planetarium, without even trying I sold 50 boxes!",Ross,joy,positive,336,15,3,10,"00:12:59,987","00:13:09,788",1,1,84,0.656626506,0,1,-0.103893632,-0.228544203
5910,The judge wouldnt let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,Ross,anger,negative,596,20,6,5,"00:15:23,923","00:15:31,095",0,1,140,0,0,1,-0.502004478,-0.104567896
3897,Ive said it! Okay?! But its over Joey!,Ross,anger,negative,395,5,7,6,"00:09:08,130","00:09:11,925",0,1,101,0,0.562737643,1,-0.593953337,-0.181016838
7874,"Now, hold on!",Ross,anger,negative,794,0,5,1,"0:13:55,584","0:13:57,716",0,1,193,0,0,1,0.000451228,0.01548488
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6,4,11,"00:17:23,208","00:17:30,673",0,1,205,0.656626506,0,2,0.564388991,0.078525448
9638,Ohh! Thank you! I like mail.,Ross,joy,positive,959,4,4,1,"00:05:58,316","00:06:00,233",1,1,233,0.656626506,0,1,-0.321491747,-0.101546842
7185,"If-if Im the only person with any appreciation of the sanctity of the written word, Ill go up there and defend it myself!",Ross,anger,negative,716,4,7,7,"00:10:41,932","00:10:48,688",0,1,174,0.656626506,0,3,-0.546913054,-0.19062041
781,No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh!,Ross,anger,negative,73,2,5,10,"00:10:34,425","00:10:38,762",0,1,24,0.82278481,0,2,0.674970102,-0.132206758
6584,I cant believe we have to stop seeing each other.,Ross,sadness,negative,655,3,6,18,"00:20:18,217","00:20:21,886",0,0,157,0,0,1,0.483077448,-0.251325338
1951,"So-so if anyone has-has a better suggestion, let's hear it!",Ross,anger,negative,196,5,5,4,"00:15:17,041","00:15:20,276",0,1,48,0.721649485,0,4,0.000932353,0.134606827
2489,Ni-chou chi-ma!,Ross,joy,positive,243,0,1,24,"00:11:55,965","00:11:57,841",1,1,65,0,0,1,0.483187893,-0.202998471
1953,"All right, don't be shy, any suggestion will do.",Ross,anger,negative,196,7,5,4,"0:15:22,129","0:15:25,657",0,1,48,0.721649485,0,6,-0.131348171,0.008261695
1894,"No you doy'know what, youre not gonna suck me into this.",Ross,anger,negative,188,3,4,2,"00:09:40,997","00:09:47,836",0,1,48,0,0,1,0.491580041,-0.050935817
7484,What-what-what-what is it?!,Ross,joy,positive,747,11,7,18,"00:08:22,752","00:08:26,588",1,1,185,0,0,1,-0.429824748,-0.134616793
1524,"Oh thats right. Well uh, would you be interested in seeing a Ukrainian film?",Ross,joy,positive,155,7,8,5,"00:20:51,458","00:20:56,170",1,1,40,0,0.562737643,2,-0.44079106,0.597150373
9020,I really wish that you wouldnt.,Ross,anger,negative,902,5,7,14,"00:14:35,457","00:14:38,293",0,1,220,0,0,1,0.065237822,0.18905887
6945,"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,682,0,1,23,"00:20:29,436","00:20:37,401",0,0,165,0,0,1,0.106479608,-0.246037007
4673,"No Phoebe, dont look! You dont want to see whats under there!!",Ross,fear,negative,476,10,3,20,"00:19:46,727","00:19:48,769",0,1,113,0.656626506,0,2,-0.496689819,-0.265102996
9121,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",Ross,joy,positive,910,13,1,3,"00:11:44,120","00:11:48,832",1,1,223,0,0.562737643,3,0.471014617,-0.305251418
2172,You know the song! Sing along!,Ross,joy,positive,213,2,7,15,"00:21:54,980","00:21:57,481",1,1,56,0,0,1,-0.436509537,0.277217681
1117,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",Ross,fear,negative,117,5,6,17,"00:19:15,320","00:19:20,074",0,1,29,0,0.517857143,1,0.272530472,-0.229237822
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201",0,1,11,0,0,1,0.487414673,-0.172942975
2756,"Look, I really need some help, okay? Why? Why did I have to speak in a British accent?! What do I do?",Ross,anger,negative,279,7,6,4,"00:14:19,608","00:14:28,032",0,1,63,0,0,1,0.457006353,-0.165984188
1338,"I, I can't help but notice you're naked and  I applaud you.",Ross,joy,positive,137,4,5,14,"00:13:54,625","00:13:56,251",1,1,34,0,0,1,-0.540722442,-0.115529362
1953,Thank you.,Ross,joy,positive,195,4,3,5,"0:18:50,712","0:18:53,173",1,1,51,0,0,1,0.559330638,-0.186678662
5777,I cant believe this!,Ross,sadness,negative,585,1,3,6,"00:19:49,771","00:19:51,564",0,0,138,0.656626506,0,2,-0.20486915,-0.303662228
8596,Oh yeah!,Ross,joy,positive,858,4,4,13,"00:04:27,850","00:04:29,810",1,1,211,0,0,1,0.090781497,-0.131220881
1931,"Well, the old lady died.",Ross,sadness,negative,192,0,8,7,"0:21:21,905","0:21:24,387",0,0,50,0,0,1,0.059340591,0.612775981
